monday_id,slug,name,funder_org,funder_kind,canonical_subset,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,required_slot_ids,required_sub_slot_ids,useful_slot_ids,submission_notes
11813600696,qb3-bakar-labs,QB3 / Bakar Labs (UC Berkeley),QB3 / UC Berkeley,accelerator,medium,Accelerators & Incubators,Early,Not Started,Corporate,Accelerators & Incubators,Wet-lab incubator,"AI for Science;Healthcare;Biotech/Pharma",2026-05-29,Ongoing / Rolling,2,QB3-Berkeley application,in-kind,"full",medium,,yes,false,,24,,reactive,,0,0,true,"Berkeley, CA (Bakar Bio Labs)",standard,false,"Wet-lab fit;Stage;Team",0,U01;U03;U04;U11;A01;A02;A03;A04,A04.10,U02;U05;U06;U07;U17;U18,Bakar Bio Labs in-kind only (lab space + equipment subsidized rent). Wet-lab needs assessment required. Cytognosis fit low — software/AI-first.
11813497887,adobe-for-nonprofits,Adobe for Nonprofits,Adobe,nonprofit_discount,light,Discounts,Early,Rejected,Corporate,Discounts,SaaS discount (TechSoup-mediated),General Tech,,Ongoing / Rolling,2,TechSoup verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Adobe nonprofit discount via TechSoup. Verification-only. Inventory marks Rejected.
11813600651,aws-activate,AWS Activate,AWS,corporate_credit,light,Accelerators & Incubators,Early,Not Started,Corporate,Accelerators & Incubators,Cloud credits (Activate Portfolio),"AI for Science;General Tech",2026-06-05,Ongoing / Rolling,3,AWS Activate online form,credits,"full",light,,yes,false,,12,,reactive,,1000,100000,false,,standard,false,"Stage eligibility;Activate Provider relationship",0,A01;A02;A03,A03.12,U01;U03,Activate has Founders Package ($1k) and Portfolio Package ($100k) gated by Activate Provider Org ID. 501(c)(3) may not qualify; AWS Imagine or Nonprofit Credit Program preferred.
11813600586,indiebio-sosv,IndieBio (SOSV),SOSV / IndieBio,vc_investment,medium,Investment,Early,Not Started,Venture Capital,Investment,Cohort-based biotech accelerator + VC,Biotech/Pharma,,Recurring Annual,2,IndieBio online application,investment,"full",medium,10,yes,false,,4,,reactive,,350000,525000,true,SF or NY,standard,false,"Bio thesis;Founder team;Wet-lab feasibility",0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A03.8;A04.7,U02;U05;U06;U07;U17;U18,Equity (~$525k for ~8%) for 4-month cohort in SF or NY. 501(c)(3) is poor fit (for-profit-oriented).
11813512974,y-combinator,Y Combinator,Y Combinator,accelerator,medium,Investment,Early,Rejected,Venture Capital,Investment,YC core / nonprofit cohort,"AI for Science;Healthcare;General Tech",2026-05-04,Recurring Annual,3,YC online application + 1-min video,investment,"full",medium,10,yes,false,,3,,reactive,yc_s26_pbc.yaml,500000,500000,true,SF Bay Area,standard,false,"Founder team;Product/market fit;Why-now",0,U01;U03;U04;U09;U10;U11;U17;A01;A02;A03;A04;A05,A03.8;A04.6,U02;U05;U06;U07;U18;U19,Cytognosis path is YC nonprofit cohort (covered by yc_s26_pbc canonical funder). 1-min video required. Inventory Rejected — strategic decision not to apply.
11813600626,anthropic-ai-for-science,Anthropic AI for Science Program,Anthropic,corporate_credit,light,Credits,Early,Not Started,Corporate,Credits,API credits for science,"AI for Science;AI Safety;Biotech/Pharma",,Ongoing / Rolling,5,Google Form (linked from program page),credits,"full",light,,yes,false,,6,,reactive,,0,20000,false,,standard,false,"Scientific merit;Impact;Technical feasibility;Team credentials",0,U01;U03;U11;A01;A02;A03,,U02;U04;U14,$20k API credits 6-month redemption. Academic/nonprofit only. Strong direct fit for Cytognosis.
11813497863,berkeley-skydeck,Berkeley SkyDeck,UC Berkeley,accelerator,medium,Accelerators & Incubators,Early,Not Started,Venture Capital,Accelerators & Incubators,University accelerator,"AI for Science;Healthcare;General Tech",,Recurring Annual,2,SkyDeck online application,investment,"full",medium,10,yes,false,,6,,reactive,,75000,200000,true,"Berkeley, CA",standard,false,"Berkeley affiliation (preferred);Founder team;Stage",0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A03.8;A04.7,U05;U06;U07;U17,UC Berkeley accelerator. Mostly Berkeley-affiliated startups. Cytognosis fit low (501c3).
11813600587,google-hai-def,Google Health AI Developer Foundations (HAI-DEF),Google,corporate_credit,light,Credits,Early,Not Started,Corporate,Credits,Health AI developer access,"AI for Science;Healthcare;Digital Health",,Ongoing / Rolling,4,Google developer signup,credits,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A02;A03,,,HAI-DEF gives developer access to Google's health AI foundation models. Verification-only.
11813491465,foresight-ai-safety-science-nodes,Foresight Institute — AI for Science & Safety Nodes,Foresight Institute,private_fellowship,heavy,Accelerators & Incubators,Early,Rejected,EA / Longtermist,Accelerators & Incubators,Node residency,AI Safety,,Recurring Annual,4,Foresight grants portal,fellowship,"full",medium,,yes,false,direct_only,12,,reactive,foresight_nodes.yaml,50000,250000,true,SF / Berlin,standard,false,"AI safety relevance;Open science;Team;Theory of change",0,U01;U02;U03;U04;U05;U06;U07;U08;U11;U12;U14;U15;U17;U19;U20;A01;A02;A03;A04;A05,A03.8;U21.1;U22.1,U09;U10;U13;U18,6-12 month residencies in SF or Berlin. Strong on AI safety + open science. Cytognosis previously rejected per inventory.
11813497936,atlassian-for-nonprofits,Atlassian for Nonprofits,Atlassian,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,1,Atlassian Foundation verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Atlassian community license for verified nonprofits. Verification-only.
11813600627,matlab-startup-program,MATLAB Startup Program,MathWorks,corporate_credit,light,Accelerators & Incubators,Early,Not Started,Corporate,Accelerators & Incubators,Software license discount,"AI for Science;General Tech",,Ongoing / Rolling,2,MathWorks startup application,discount,"verification_only",light,,yes,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A02;A03,,,MathWorks discounted MATLAB license for early-stage startups.
11813612467,microsoft-azure-nvidia-healthcare,Microsoft Azure + NVIDIA Healthcare,Microsoft / NVIDIA,corporate_credit,light,Credits,Early,Not Started,Corporate,Credits,Joint Microsoft+NVIDIA healthcare program,"AI for Science;Healthcare;Biotech/Pharma",,Ongoing / Rolling,3,Microsoft for Startups application,credits,"full",light,,yes,false,,12,NVIDIA,reactive,,0,200000,false,,standard,false,,0,A01;A02;A03,,U01;U03,Joint Microsoft + NVIDIA healthcare cloud-credit program. Up to ~$200k Azure credits + NVIDIA tooling.
11813491463,brains-accelerator,Brains Accelerator (Spec.tech),Speculative Technologies,private_fellowship,heavy,Accelerators & Incubators,Early,Rejected,Philanthropic Foundation,Accelerators & Incubators,Hard-tech accelerator,,,Recurring Annual,4,Spec.tech online application,fellowship,"full",medium,,yes,false,direct_only,6,,reactive,brains_accelerator.yaml,50000,250000,false,,standard,false,"Bold thesis;Why-now;Team;Translation",0,U01;U02;U03;U04;U05;U08;U09;U10;U11;U17;U18;U19;A01;A02;A03;A04;A05,,U06;U07;U12;U13;U14;U15;U22,Brains Accelerator focuses on bold tech thesis + opportunity-space framing. Cytognosis previously rejected.
11813497869,nvidia-inception,NVIDIA Inception Program,NVIDIA,corporate_credit,light,Credits,Early,Rejected,Corporate,Credits,GPU credits + ecosystem,"AI for Science;Healthcare;General Tech",,Ongoing / Rolling,3,NVIDIA Inception application,credits,"full",light,,yes,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A02;A03,,U01;U03,NVIDIA Inception is for AI startups; eligibility historically excluded most nonprofits — reflected in inventory Rejected status.
11813600628,jnj-jlabs,Johnson & Johnson JLABS,Johnson & Johnson,accelerator,medium,Accelerators & Incubators,Early,Not Started,Corporate,Accelerators & Incubators,Pharma-anchored incubator (no equity),"Healthcare;Biotech/Pharma",,Ongoing / Rolling,2,JLABS online application,in-kind,"full",medium,,yes,false,,24,,reactive,,0,200000,true,JLABS site (multi-city),standard,false,"Healthcare innovation;Strategic alignment with J&J;Stage;Wet-lab needs",0,U01;U03;U04;U11;U17;U20;A01;A02;A03;A04,A04.10;U20.6,U02;U05;U06;U07;U18,JLABS is no-strings (no equity) but co-located with J&J. Strategic-alignment narrative load-bearing. Wet-lab needs assessment required.
11813497915,aws-nonprofit-credit-program,AWS Nonprofit Credit Program,AWS,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,Nonprofit cloud credits,General Tech,,Ongoing / Rolling,4,AWS Nonprofit Credit application,credits,"verification_only",light,,verification_only,false,,12,,reactive,,0,2000,false,,standard,false,,0,A01;A03,A04.8,,$2k AWS credits for verified 501(c)(3). Verification-only.
11813497864,google-cloud-ai-startup-program,Google Cloud AI Startup Program,Google,corporate_credit,light,Credits,Early,Not Started,Corporate,Credits,Cloud + AI credits,AI for Science,,Ongoing / Rolling,4,Google for Startups Cloud Program application,credits,"full",light,,yes,false,,12,,reactive,,0,350000,false,,standard,false,,0,A01;A02;A03,,U01;U03,Up to $350k Google Cloud credits for AI startups (tiered). Self-serve eligibility via VC/accelerator partner.
11813512999,canva-for-nonprofits,Canva for Nonprofits,Canva,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,Free SaaS,General Tech,,Ongoing / Rolling,2,Goodstack/Percent verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Canva Pro free for verified nonprofits (up to ~50 users). Already approved.
11813512972,cisco-meraki-for-nonprofits,Cisco / Meraki for Nonprofits,Cisco,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,Hardware + SaaS discount (TechSoup),General Tech,,Ongoing / Rolling,1,TechSoup verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Cisco/Meraki discount via TechSoup. Verification-only.
11813612379,dell-for-nonprofits,Dell Technologies for Nonprofits,Dell,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,Hardware discount (TechSoup),General Tech,,Ongoing / Rolling,1,TechSoup verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Dell hardware discount via TechSoup. Already approved.
11813497855,claude-for-nonprofits,Claude for Nonprofits,Anthropic,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount (Claude Pro/Team),"AI for Science;AI Safety",,Ongoing / Rolling,5,Anthropic nonprofit verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Claude for Nonprofits — discounted Pro/Team. Already approved.
11813513009,google-workspace-for-nonprofits,Google Workspace for Nonprofits,Google,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,Workspace free tier,General Tech,,Ongoing / Rolling,5,Google for Nonprofits verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Google Workspace for Nonprofits — free tier. Already approved (primary render target).
11813513006,docusign-for-nonprofits,DocuSign for Nonprofits,DocuSign,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,1,DocuSign IAM nonprofit application,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,DocuSign nonprofit plan. Verification-only.
11813512931,hp-for-nonprofits,HP Inc. for Nonprofits,HP Inc.,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,Hardware discount (TechSoup),General Tech,,Ongoing / Rolling,1,TechSoup verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,HP hardware discount via TechSoup. Already approved.
11813512998,linkedin-for-nonprofits,LinkedIn for Nonprofits,LinkedIn / Microsoft,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,2,LinkedIn Nonprofit verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,LinkedIn for Nonprofits (recruiter / learning discounts). Already approved.
11813491485,github-for-nonprofits,GitHub for Nonprofits,GitHub,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount,"Open Science;General Tech",,Ongoing / Rolling,5,GitHub for Nonprofits verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,GitHub Team free for verified nonprofits. Already approved (primary code-hosting platform).
11813497941,zoom-for-nonprofits,Zoom for Nonprofits,Zoom,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,3,Zoom for Nonprofits verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Zoom for Nonprofits — discounted Pro/Business. Already approved.
11813497972,monday-for-nonprofits,Monday.com for Nonprofits,Monday.com,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,5,Monday.com nonprofit verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Monday.com for Nonprofits — discounted plan. Already approved (primary workspace platform).
11813497974,slack-for-nonprofits,Slack for Nonprofits,Slack / Salesforce,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,4,Slack for Nonprofits verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Slack for Nonprofits — Standard plan free or 85% off. Already approved.
11813612358,lenovo-for-nonprofits,Lenovo for Nonprofits,Lenovo,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,Hardware discount (TechSoup),General Tech,,Ongoing / Rolling,1,TechSoup verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Lenovo hardware discount via TechSoup. Already approved.
11813497938,otter-for-nonprofits,Otter.ai for Nonprofits,Otter.ai,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,SaaS discount (TechSoup),General Tech,,Ongoing / Rolling,2,TechSoup verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Otter.ai discount via TechSoup. Verification-only.
11813497868,microsoft-for-nonprofits,Microsoft for Nonprofits,Microsoft,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,SaaS + Azure discount,General Tech,,Ongoing / Rolling,3,Microsoft Cloud for Nonprofit verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Microsoft for Nonprofits — Cloud + M365 discounts.
11813497940,openai-for-nonprofits,OpenAI for Nonprofits,OpenAI,nonprofit_discount,light,Discounts,Early,Approved / Granted,Corporate,Discounts,SaaS discount (ChatGPT Team),"AI for Science;AI Safety",,Ongoing / Rolling,4,OpenAI nonprofit verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,OpenAI ChatGPT Team discount for nonprofits. Already approved.
11813497886,notion-for-nonprofits,Notion for Nonprofits,Notion,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,SaaS discount,General Tech,,Ongoing / Rolling,1,Notion nonprofit verification,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,0,false,,standard,false,,0,A01;A03,A04.8,,Notion Plus plan free for verified nonprofits.
11813512932,fifty-years-vc-5050-fellowship,Fifty Years VC - 5050 Fellowship,Fifty Years,vc_investment,medium,Investment,Early,Not Started,Venture Capital,Investment,Fellowship-to-investment,"AI for Science;AI Safety;Biotech/Pharma",2026-06-30,Recurring Annual,2,5050 online application,hybrid,"round1;round2",medium,10,yes,false,,4,,reactive,,0,0,true,SF (cohort kickoff + camp),standard,false,"Founder readiness;PhD-stage credibility;Bold idea",0,U01;U03;U10;U11;A01;A02;A03;A04,A03.8;A03.12,U02;U04;U17;U18,Phase I (Explore) → Phase II (Build) with potential investment. PhD/early-company stage. Cytognosis fit low (already established 501c3).
11813600708,mixpanel-for-startups,Mixpanel for Startups,Mixpanel,nonprofit_discount,light,Discounts,Early,Not Started,Corporate,Discounts,SaaS startup discount,"Digital Health;General Tech",,Ongoing / Rolling,1,Mixpanel startups application,discount,"verification_only",light,,verification_only,false,,12,,reactive,,0,150000,false,,standard,false,,0,A01;A03,,,Mixpanel Startups (analytics credits up to ~$150k value). Verification-only.
11813491455,anthropic-anthology-fund,Anthropic Anthology Fund,Anthropic / Menlo Ventures,vc_investment,medium,Investment,Early,Not Started,Venture Capital,Investment,Anthology Fund (Menlo-led),"AI for Science;Healthcare;Digital Health",,Ongoing / Rolling,2,Online application + demo video,investment,"full",medium,10,yes,false,,24,Menlo Ventures,hybrid,,100000,5000000,false,,standard,false,"AI complementarity to Anthropic;Team;Why-now;Demo",0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A04.6;A04.7,U02;U05;U06;U17;U18,Demo video required. Pre-Seed/Seed/Series A. Cytognosis fit low (501c3).
11813512975,breakthrough-energy-ventures,Breakthrough Energy Ventures,Breakthrough Energy,vc_investment,medium,Investment,Late,Not Started,Venture Capital,Investment,Patient-capital climate VC,Climate/Energy,,Ongoing / Rolling,1,Warm intro / direct outreach,investment,"invitation_only",medium,20,invitation_only,false,,,,hybrid,,5000000,50000000,false,,nda_required,false,"≥0.5 Gt/yr GHG reduction;Scientific feasibility;Affordability at scale",0,U01;U03;U04;U10;U11;A01;A02;A03;A04,U04.5;A04.7,U02;U05;U06;U17;U18;U19,≥0.5 Gt/yr GHG-reduction threshold. 20-year ROI horizon. Cytognosis fit very low (health not climate).
11813497867,lux-capital,Lux Capital,Lux Capital,vc_investment,medium,Investment,Intermediate,Not Started,Venture Capital,Investment,Deep-tech VC,"AI for Science;Biotech/Pharma;General Tech",,Ongoing / Rolling,2,Warm intro + pitch deck,investment,"invitation_only",medium,10,invitation_only,false,,,,hybrid,,100000,100000000,false,,standard,false,"Deep-tech moat;Technical founder;Contrarian thesis",0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A04.7,U02;U05;U09;U17;U18,Deep-tech / contrarian thesis VC. Cytognosis fit low (501c3).
11813600692,deep-science-ventures,Deep Science Ventures,Deep Science Ventures,venture_builder,medium,Investment,Early,Not Started,Venture Capital,Investment,Venture studio + VC,"AI for Science;Biotech/Pharma",,Ongoing / Rolling,1,DSV scientist application,investment,"round1;round2",medium,10,yes,false,,,,hybrid,,500000,2000000,true,London / NY,standard,false,"Scientific background;Sector fit;Founder readiness",0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A04.7,U02;U05;U06;U17;U18,Venture builder model. Sectors: climate computation agriculture pharma. Cytognosis fit low (501c3).
11813497971,the-next-sequence-vc,The Next Sequence VC,The Next Sequence,vc_investment,medium,Investment,Early,Not Started,Venture Capital,Investment,AI + biotech VC,"AI for Science;Biotech/Pharma",,Ongoing / Rolling,1,Direct outreach + pitch deck,investment,"invitation_only",medium,10,invitation_only,false,,,,hybrid,,1000000,5000000,false,,standard,false,,0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A04.7,U02;U05;U06;U17;U18,Profile partial — limited public detail. Treat as standard early-stage AI/biotech VC. Cytognosis fit low.
11813600630,foresite-labs,Foresite Labs,Foresite Labs,venture_builder,medium,Investment,Early,Not Started,Venture Capital,Investment,Health-data venture studio,"AI for Science;Healthcare;Digital Health",,Ongoing / Rolling,1,Direct outreach + pitch deck,investment,"invitation_only",medium,10,invitation_only,false,,,,hybrid,,1000000,10000000,false,,standard,false,,0,U01;U03;U04;U10;U11;A01;A02;A03;A04,A04.7,U02;U05;U06;U17;U18,Health-data venture studio (Foresite Capital affiliate). Cytognosis fit low (501c3).
