element_id,rdoc_label,mapping_quality_tier,mapping_quality_score,hpo_curie,hpo_label,snomed_conceptid,snomed_label,nbo_curie,nbo_label,entity_curie,entity_label,entity_source,quality_curie,quality_label,direction_type,confidence,flag_poor_map,notes
158214,Neglect,Medium,22,HP:0032693,Focal cognitive seizure with neglect,32422007,Hemispatial neglect,,,trm_4a3fd79d0b1b2,spatial attention,CognitiveAtlas,PATO:0001997,decreased (unilateral/hemispatial),1,medium,no,Bearer=spatial attention; unilateral decrease. Was signed 'neglect' (and wrong dir 3). | Hemispatial neglect; SNOMED exact; absence of awareness of contralesional space
150710,Object/feature attention,Medium,22,HP:0000736,Short attention span,,,NBO:0000457,selective attention behavior,NBO:0000457,selective attention behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Feature/object-based selective attention. Entity = selective attention behavior. No good HPO/SNOMED for the measure.
150733,Off-task behaviors,Medium,22,HP:0000736,Short attention span,,,NBO:0000455,attention behavior,NBO:0000455,attention behavior,NBO,PATO:0000911,decreased quality,1,medium,no,Off-task = lapses in sustained attention; deficit of task-focused attention
150719,Reading,Medium,22,HP:0010522,Dyslexia,50360004,Reading,,,ICF:d166,reading,ICF,PATO:0001309,duration,neutral_measure,medium,no,Reading as an activity/skill. SNOMED 'Reading' exact; entity from ICF activities d166 reading. No NBO; HPO captures dyslexia (deficit direction). Neutral measure.
150749,Reciprocal emotional expression,Medium,22,HP:5200220,Decreased facial expression mirroring,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,yes,Affective reciprocity; no exact NBO; neutral measure; no SNOMED
150758,Response to distress/separation distress,Medium,22,HP:0031468,Separation insecurity,,,NBO:0000232,distress behavior,NBO:0000232,distress behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Separation distress response; entity=distress behavior (NBO:0000535 separation anxiety also relevant); neutral intensity measure
150678,Rumination,Medium,22,HP:0025771,Ruminations,86110000,Rumination - thoughts,,,trm_4fa295124a375,repetitive cognition / thought process,CognitiveAtlas,PATO:0000470,increased (repetitive),2,medium,no,"Entity renamed from 'perseverative cognition' to sign-free 'repetitive cognition' to avoid signed-term substring. | Bearer=perseverative cognition. Was vague 'memory behavior'. | Repetitive negative thought (cognitive rumination, not GI). SNOMED 'Rumination - thoughts' and HPO 'Ruminations' good. No NBO class for cognitive rumination; entity proxy = memory/thought behavior (weak)."
150743,Scanning patterns,Medium,22,HP:0002168,Scanning speech,,,NBO:0000444,eye movement,NBO:0000444,eye movement,NBO,PATO:0000049,intensity,neutral_measure,medium,yes,Eye-scanning pattern measure; HPO scanning speech is unrelated (dysarthria); neutral measure of gaze/eye-movement pattern
150786,Sleep-wake,Medium,22,,,271793004,Irregular sleep-wake pattern,NBO:0000084,circadian behavior,NBO:0000084,circadian/sleep-wake behavior,NBO,PATO:0000044,frequency,neutral_measure,medium,no,Sleep-wake cycle; neutral measure of circadian rhythm
149953,Social approach,Medium,22,HP:0025732,Abnormal social development,,,NBO:0000148,social investigation,NBO:0000011,social behavior,NBO,PATO:0000470,increased amount,2,medium,no,Approach toward conspecifics. Entity = social behavior; quality increased approach. No clean SNOMED for social approach behavior.
150709,Spatial attention,Medium,22,HP:0012836,Spatial pattern,,,NBO:0000455,attention behavior,NBO:0000455,attention behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Attention to spatial locations (neutral measured construct). Entity = attention behavior (NBO); Cognitive Atlas trm_4a3fd79d0b1b2 also matches. No good HPO/SNOMED.
150761,Speech (affective) prosody,Medium,22,HP:0031434,Abnormal prosody,,,NBO:0000037,vocalization behavior,NBO:0000037,vocalization behavior,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Affective prosody production; no NBO prosody term; entity=vocalization; neutral measure; no SNOMED
150715,Stimulus detection,Medium,22,GO:0051606,detection of stimulus,,,NBO:0000314,sensory perception behavior,trm_5519b80525e89,stimulus detection,CognitiveAtlas,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Detection of a sensory stimulus (neutral measure). Entity from Cognitive Atlas; HPO returns GO detection-of-stimulus (weak ontology fit). No SNOMED.
158120,Stuttering,Medium,22,HP:0025268,Stuttering,39423001,Stuttering,,,ICF:b330,speech fluency,ICF,PATO:0000460,disrupted (dysfluent),4,medium,no,Bearer=speech fluency (ICF b330); distortion. Was signed 'stuttering'. | Stuttering = disfluency/distortion of speech timing; SNOMED/HPO exact
158131,Tics,Medium,22,HP:0100033,Tics,386783003,Tic,,,NBO:0000403,motor activity (movement),NBO,PATO:0000460,"released (involuntary, intermittent)",5,medium,no,Factored: bearer=motor activity; release of involuntary movements. 'released' modeled as PATO:0000460 abnormal. Was signed 'tics' (and prior dir 4).
150774,Waking,Medium,22,HP:5200296,Abnormal transition from sleep to wakefulness,,,NBO:0000066,wakefulness,NBO:0000066,wakefulness,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Waking/arousal transition; entity=wakefulness; neutral measure; no clean SNOMED
158213,Alien Hand Syndrome,Medium,21,HP:0032506,Alien limb phenomenon,,,,,trm_5154b2f947fe9,sense of agency / voluntary motor control,CognitiveAtlas,PATO:0000460,released (involuntary purposeful action),5,medium,no,Bearer=sense of agency; release. Was signed 'alien limb phenomenon'. | release/de-novo (involuntary purposeful action) modeled as PATO abnormal | Alien hand; HPO Alien limb phenomenon; involuntary/disowned movement release
150693,Amotivation,Medium,21,,,,,NBO:0000233,motivation behavior,NBO:0000233,motivation behavior,NBO,PATO:0001997,decreased amount,1,medium,yes,Absence/marked reduction of motivation. Entity = motivation behavior. No HPO/SNOMED match found; flagged.
158132,Catatonic Immobility,Medium,21,,,36734001,Catatonic posturing,,,NBO:0000403,voluntary movement,NBO,PATO:0000462,absent / markedly decreased,3,medium,no,Bearer=voluntary movement/motor activity; near-absence. Was signed 'akinesia'. | Catatonic immobility; SNOMED catatonic posturing closest; absent voluntary movement
157915,Hyposensitivity,Medium,21,,,,,NBO:0000207,sensory adaptation,NBO:0000207,sensory responsiveness,NBO,PATO:0001550,decreased sensitivity toward,1,medium,no,Reduced sensory responsiveness; deficit direction
150783,Motivated Behavior,Medium,21,,,,,NBO:0000236,sexual motivation behavior,NBO:0000095,motivation,NBO,PATO:0000049,intensity,neutral_measure,medium,no,NBO motivation construct; motivated behavior is a dimensional measure of motivational intensity
150797,Motor behaviors during sleep,Medium,21,,,,,NBO:0000161,non-rapid eye movement sleep behavior,NBO:0000503,REM sleep behavior,NBO,PATO:0000044,frequency,neutral_measure,medium,no,Motor activity during sleep; neutral frequency measure
158210,Negativism,Medium,21,,,58326007,Negativism,,,trm_4aae62e4ad209,volitional behavioral control / compliance,CognitiveAtlas,PATO:0000460,context-inappropriate opposition,8,medium,no,Bearer=volitional behavioral control; context-decoupling. Was signed 'negativism'. | relational/contextual (context-decoupling) modeled as PATO abnormal | Catatonic negativism; SNOMED exact; context-decoupled motiveless resistance
149951,Response inhibition,Medium,21,,,,,NBO:0000204,response priming,trm_4a3fd79d0af66,response inhibition,CognitiveAtlas,PATO:0001457,sensitivity of a process,neutral_measure,medium,no,Measured executive control capacity. NBO lacks a response-inhibition class (response priming is weak). Entity from Cognitive Atlas; treated as neutral measured construct. No HPO/SNOMED for construct.
149949,Response time,Medium,21,,,,,NBO:0000204,response priming,OBA:0000044,response time,OBA,PATO:0001309,duration,neutral_measure,medium,no,Neutral experimental measure of latency/duration. No HPO/SNOMED match for the measure itself. NBO 'response priming' weak; entity recorded as OBA-style response-time attribute (best available). Quality = duration.
150794,Rest-activity patterns,Medium,21,,,,,NBO:0000084,circadian behavior,NBO:0000166,circadian rhythm,NBO,PATO:0000044,frequency,neutral_measure,medium,no,Rest-activity rhythm; neutral circadian measure
150799,Sensory arousal threshold,Medium,21,,,,,NBO:0020037,vigilance,NBO:0020037,arousal/vigilance,NBO,PATO:0000049,intensity,neutral_measure,medium,no,Threshold for arousal from sensory stimulus; neutral threshold measure
150684,Shame,Medium,21,HP:0000716,Depression,,,,,MFOEM:000125,shame,MFOEM,PATO:0000049,intensity,neutral_measure,medium,yes,Self-conscious emotion. No HPO/SNOMED/NBO class for shame emotion; entity from MFOEM (emotion ontology) shame; quality = intensity. Flagged on cross-ontology coverage.
150793,Sleep timing and variability,Medium,21,,,,,NBO:0000158,sleep pattern,NBO:0000167,circadian period,NBO,PATO:0001587,increased variability of rate,neutral_measure,medium,no,Timing/variability of sleep onset; variability dimension
151824,Coherent discourse,Medium,20,,,,,,,trm_4a3fd79d0b6c5,discourse,CognitiveAtlas,PATO:0000323,accuracy,neutral_measure,medium,no,Discourse coherence; Cognitive Atlas discourse; coherence/accuracy measure
150689,Anhedonia,Low,13,HP:0012154,Anhedonia,28669007,Anhedonia,NBO:0000547,anhedonia,,hedonic capacity / reward responsiveness,OBA,PATO:0001997,decreased,1,low,no,"Factored: bearer=hedonic capacity, sign=decreased. Was wrongly set to signed term 'anhedonia'. | Reduced capacity for pleasure. Strong matches all three ontologies."
149955,approach (early development),Low,13,HP:5200241,Recurrent maladaptive behavior,27343009,Approach avoidance behaviour,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000470,increased amount,2,low,yes,Approach motivation in early development. No specific approach-behavior class in NBO (generic emotional behavior used); HPO weak. Flagged.
150716,"Discrimination, identification and localization",Low,13,HP:0011810,Impaired two-point discrimination,311718005,Cognitive discrimination,NBO:0000277,discriminatory behavior,NBO:0000465,form perception behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,low,yes,Composite perceptual discrimination/identification/localization. Entity proxy = perception behavior. SNOMED 'Cognitive discrimination' approximate. Composite term - flagged.
150698,Pavlovian approach,Low,13,HP:5200241,Recurrent maladaptive behavior,27343009,Approach avoidance behaviour,NBO:0000209,fear conditioning,NBO:0000022,learning behavior,NBO,PATO:0000470,increased amount,2,low,yes,Conditioned (Pavlovian) approach. No exact NBO/HPO/SNOMED; entity = learning behavior; quality approach increase. Flagged.
150721,Perceptual identification,Low,13,HP:5200216,Abnormal perceptual state,312020002,Recognition,NBO:0000465,form perception behavior,NBO:0000465,form perception behavior,NBO,PATO:0000905,quality,neutral_measure,low,yes,No exact match for perceptual identification; approximated to form perception; accuracy attribute
158209,Automatic Obedience,Low,12,,,34669005,Command automatism,NBO:0000291,obedience to authority,trm_4aae62e4ad209,volitional behavioral control,CognitiveAtlas,PATO:0000460,released / context-decoupled,5,low,no,Bearer=volitional behavioral control; release. Was signed 'obedience behavior'. | release/context-decoupled modeled as PATO abnormal | Catatonic automatic obedience; SNOMED command automatism; release of automatic responses
150744,Behavioral observation/coding systems,Low,12,HP:0000708,Atypical behavior,,,NBO:0000243,behavioral phenotype,NBO:0000243,behavioral phenotype,NBO,PATO:0000049,intensity,neutral_measure,low,yes,This is a methodology/measure category not a behavior; entity=behavioral phenotype; neutral
150753,Comprehension of emotional prosody,Low,12,HP:0031434,Abnormal prosody,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000905,quality,neutral_measure,low,yes,Affective prosody comprehension; no NBO prosody/language term; HPO is prosody-production abnormality; neutral measure; no SNOMED
150672,Helplessness behavior,Low,12,HP:5200273,Pathological sadness,33300005,Feeling powerless,,,NBO:0040003,instrumental escape / coping behavior,NBO,PATO:0001997,decreased (failure to escape),1,low,yes,Learned helplessness: bearer=instrumental escape behavior; deficit. Fixed inconsistent quality/dir. | Learned helplessness (passivity/escape failure). No NBO class; SNOMED 'feeling powerless' approximate; HPO weak. direction = release/false-generation (maladaptive passivity). Flagged.
150745,Implicit mimicry,Low,12,HP:0020124,Echopraxia,,,NBO:0020245,mimicry enhancement,NBO:0020245,mimicry enhancement,NBO,PATO:0000049,intensity,neutral_measure,low,yes,NBO mimicry term is ecological (predator mimicry) not social mimicry; weak; HPO echopraxia closest clinical; neutral measure
150675,Increased perseverative behavior,Low,12,HP:0030223,Perseverative thought,,,NBO:0000003,emotional behavior,NBO:0000003,emotional behavior,NBO,PATO:0000470,increased amount,2,low,yes,Perseveration (excess). HPO 'Perseverative thought' partial; no NBO perseveration class (generic behavior used); no SNOMED behavior concept. Flagged.
150683,Loss-relevant recall bias,Low,12,HP:0003744,Genetic anticipation with paternal anticipation bias,,,NBO:0000307,memory retrieval behavior,trm_510059e54b2cf,memory/recall bias,CognitiveAtlas,PATO:0000460,abnormal,4,low,yes,Mood-congruent memory bias for loss. No good HPO/SNOMED; NBO memory retrieval used as entity; quality = distortion. Flagged.
150770,Mimicry,Low,12,HP:0020124,Echopraxia,,,NBO:0020245,mimicry enhancement,NBO:0020245,mimicry enhancement,NBO,PATO:0000049,intensity,neutral_measure,low,yes,NBO mimicry term is ecological not social-motor mimicry; weak; neutral measure; no SNOMED
150727,Production and comprehension of words,Low,12,HP:0002381,Aphasia,,,NBO:0000613,nonverbal communication behavior,NBO:0000036,behavioral control of production of sound,NBO,PATO:0000049,intensity,neutral_measure,low,yes,Language production/comprehension; NBO lacks verbal-language term; entity approximated; HPO aphasia is the deficit form; no clean SNOMED
150792,Sleep deprivation and satiation,Low,12,HP:0025288,Excessive sleep,,,NBO:0000295,satiation,NBO:0000160,sleep duration,NBO,PATO:0000470,increased/decreased amount,neutral_measure,low,yes,Compound term (deprivation = decreased; satiation = sufficiency); amount of sleep dimension
150788,Sleep-rated and waking behaviors,Low,12,,,258158006,Sleep,NBO:0000158,sleep pattern,NBO:0000158,sleep pattern,NBO,PATO:0000044,frequency,neutral_measure,low,yes,Compound/umbrella term combining sleep and waking; mapped to sleep pattern dimension
158133,Catatonic Rituals,Low,11,,,22264002,Catatonic rigidity,,,NBO:0000008,repetitive motor behavior,NBO,PATO:0000460,stereotyped / abnormal,8,low,no,Bearer=motor behavior; stereotypy. Fixed inconsistent quality/dir. | Catatonic repetitive ritualistic behaviors; no direct term; context-decoupled repetition
150728,Coherent sentences,Low,11,HP:5200006,Disjointed sentences,,,,,GO:0050896,response to stimulus,OBA,PATO:0001236,coherence,neutral_measure,low,yes,No good entity match; sentence coherence assessed; HPO disjointed sentences is closest (distortion form); weak mapping
150785,Drive-regulated behaviors,Low,11,,,,,NBO:0000079,feeding behavior,NBO:0000010,reproductive/drive behavior,NBO,PATO:0001303,dysregulated,6,low,yes,No NBO 'drive-regulated' term; homeostatic drive behaviors (feeding/sexual); regulation dimension
158129,Ehler Danlos S,Low,11,,,398114001,Ehlers-Danlos syndrome,,,ICF:b710,joint mobility / connective tissue integrity,ICF,PATO:0000460,abnormal,4,low,yes,"Sanity-scan fix: entity was disorder name 'Ehlers-Danlos syndrome'; replaced with sign-free bearer (joint mobility, ICF b710). Not a behavior; no true behavioral EQ decomposition; flagged. | Connective tissue disorder; not a behavior; SNOMED disorder only; no EQ behavioral decomposition"
150696,Goal tracking,Low,11,,,,,NBO:0000455,attention behavior,NBO:0000022,learning behavior,NBO,PATO:0000044,frequency,neutral_measure,low,yes,Goal-tracking (Pavlovian conditioned approach to reward location). No HPO/SNOMED/NBO exact; entity proxy = learning/conditioned behavior. Neutral measure of approach frequency. Flagged.
150757,Humor comprehension,Low,11,HP:5200119,Difficulty understanding humor,,,,,GO:0050896,response to stimulus,OBA,PATO:0000905,quality,neutral_measure,low,yes,Humor processing; no NBO/SNOMED; HPO is deficit form; neutral accuracy measure
150669,Increased conflict detection,Low,11,,,,,NBO:0020289,(predator) detection notification,trm_4a3fd79d0af66,response inhibition,CognitiveAtlas,PATO:0000470,increased amount,2,low,yes,"Conflict monitoring (e.g., ACC). No good HPO/SNOMED/NBO; entity proxy weak (cognitive-control construct). Flagged."
150798,Intermediate/ admixed sleep-wake states,Low,11,,,,,NBO:0000481,sleep state misperception,NBO:0000158,sleep pattern,NBO,PATO:0000460,distorted,4,low,yes,Mixed/dissociated sleep-wake states; no direct term; state distortion
150754,Irony/sarcasm comprehension,Low,11,HP:5200240,Delayed spoken language comprehension,,,,,GO:0050896,response to stimulus,OBA,PATO:0000905,quality,neutral_measure,low,yes,Pragmatic-language comprehension; no NBO/SNOMED; HPO weak; neutral accuracy measure
151802,Maintaining proximity,Low,11,,,,,NBO:0000535,separation anxiety,NBO:0000018,social behavior,NBO,PATO:0000044,frequency,neutral_measure,low,yes,Attachment proximity-maintaining; no direct term; social/attachment dimension
150789,Masking,Low,11,,,,,NBO:0000166,circadian rhythm,NBO:0000166,circadian rhythm,NBO,PATO:0000460,distorted,4,low,yes,'Masking' = exogenous distortion of circadian rhythm by external cues; no direct ontology term
150755,Metaphor comprehension,Low,11,HP:5200240,Delayed spoken language comprehension,,,,,GO:0050896,response to stimulus,OBA,PATO:0000905,quality,neutral_measure,low,yes,Figurative-language comprehension; no NBO/SNOMED/specific HPO; neutral accuracy measure
158215,Perceptions of External Control,Low,11,HP:0000738,Hallucinations,,,,,trm_5154b2f947fe9,sense of agency,CognitiveAtlas,PATO:0000460,distorted (externalized),4,low,no,Bearer=sense of agency; distortion. Was signed 'delusion of control'. | Delusions of control/passivity; distorted agency perception; no precise behavior term
157916,Perseveration,Low,11,,,44515000,Perseveration,,,trm_4a3fd79d0b607,cognitive flexibility (set shifting),CognitiveAtlas,PATO:0000460,abnormally reduced (stuck/repetitive),8,low,no,Bearer=cognitive flexibility; inappropriate repetition. Was signed 'perseveration'. | No NBO/Cognitive Atlas concept id; SNOMED has Perseveration; context-decoupled persistence
150738,Post-error or post-conflict adjustments in performance,Low,11,,,,,NBO:0000455,attention behavior,NBO:0000455,attention behavior,NBO,PATO:0000905,quality,neutral_measure,low,yes,No direct match; cognitive-control adjustment metric; entity approximated to attention/control; neutral RT/accuracy measure
151803,Preference for individual,Low,11,,,,,NBO:0000141,food preference,NBO:0000018,social preference,NBO,PATO:0000049,intensity,neutral_measure,low,yes,Social preference for a specific individual; analogous to NBO preference behaviors
150695,Reward-related speeding,Low,11,,,,,NBO:0000204,response priming,OBA:0000044,response time,OBA,PATO:0000912,increased rate,2,low,yes,Faster responding under reward incentive. Neutral-ish measure but directional (speeding). No HPO/SNOMED/NBO match; entity proxy = response-rate attribute. Flagged.
150782,Sensory Reactivity,Low,11,,,,,NBO:0000207,sensory adaptation,NBO:0000207,sensory response,NBO,PATO:0000077,response to,neutral_measure,low,yes,No direct NBO 'sensory reactivity'; using sensory adaptation as proxy; weak
150801,Sex-specific sleep behaviors,Low,11,,,,,NBO:0000158,sleep pattern,NBO:0000158,sleep pattern,NBO,PATO:0000044,frequency,neutral_measure,low,yes,Sex-differentiated sleep; no specific term; sleep pattern dimension
150795,Sleep inertia,Low,11,,,,,NBO:0000158,sleep pattern,NBO:0000066,wakefulness,NBO,PATO:0001309,duration,neutral_measure,low,yes,Grogginess on waking; no direct ontology term; measured as transition duration
150796,Sleep-dependent neurobehavioral functions,Low,11,,,,,NBO:0000158,sleep pattern,NBO:0000158,sleep pattern,NBO,PATO:0001509,functionality,neutral_measure,low,yes,Umbrella term; sleep-related cognitive/behavioral function; broad
150768,Ability to appropriately attribute animacy to other agents,Low,10,,,,,,,GO:0050890,cognition,OBA,PATO:0000905,quality,neutral_measure,low,yes,Animacy perception/social cognition; no HPO/SNOMED/NBO; entity approximated; neutral accuracy measure
150772,Ability to identify what actions an agent is executing,Low,10,,,,,,,GO:0050890,cognition,OBA,PATO:0000905,quality,neutral_measure,low,yes,Action understanding/intention reading; no HPO/SNOMED/NBO; entity approximated; neutral accuracy measure
150800,Co-sleeping,Low,10,,,,,,,,co-sleeping,,,,,low,yes,Social/contextual sleep behavior; no ontology match in any source
150773,"Developmentally appropriate interpretations of other intentions, goals and beliefs",Low,10,,,,,,,GO:0050890,cognition,OBA,PATO:0000905,quality,neutral_measure,low,yes,Theory of mind / mentalizing; no HPO/SNOMED/NBO term; entity approximated to cognition; neutral measure
150767,"Developmentally appropriate perception of one's competences, skills, abilities beliefs, intentions, desires, and/or emotional states",Low,10,,,,,,,GO:0050890,cognition,OBA,PATO:0000905,quality,neutral_measure,low,yes,Self-awareness/metacognition; no HPO/SNOMED/NBO; entity approximated to cognition; neutral measure
150764,Evidence that one understands ownership of one's own body parts or action (thoughts/behaviors),Low,10,,,,,,,GO:0050890,cognition,OBA,PATO:0000905,quality,neutral_measure,low,yes,Sense of body/agency ownership; no HPO/SNOMED/NBO; entity approximated to cognition; neutral measure
150725,Familiarity,Low,10,,,,,,,NBO:0000550,recognition memory,NBO,PATO:0000905,quality,neutral_measure,low,yes,No HPO/SNOMED/NBO term for familiarity; approximated entity to recognition memory; neutral measure
150690,Increased self-focus,Low,10,,,,,,,MFOEM:000001,emotion,MFOEM,PATO:0000470,increased amount,2,low,yes,Heightened self-focused attention (depression). No HPO/SNOMED/NBO match; entity proxy weak. Flagged.
158128,Negative Symptoms,Low,10,,,,,,,,motivation & affective expression,RDoC,PATO:0001997,decreased,1,low,yes,"SYNDROMIC CLUSTER spanning multiple dimensions (avolition, anhedonia, blunted affect, alogia, asociality) — not a single dimension; decompose per component. Was signed 'apathy'. | Negative symptoms (avolition/anhedonia/alogia); umbrella; reduction/absence of behaviors"
150787,Neurobehavioral functions,Low,10,,,,,,,ICF:b110,global mental functions,ICF,PATO:0001509,functionality,neutral_measure,low,yes,Very broad umbrella term; no precise ontology match; ICF body-functions chapter b1
149952,Open field,Low,10,,,,,,,NBO:0000100,exploration behavior,NBO,PATO:0001309,duration,neutral_measure,low,yes,"Open field is a paradigm/apparatus, not a behavior; mapped to underlying exploration/locomotor behavior. No HPO/SNOMED/NBO match for the paradigm itself; flagged."
150714,Psychophysics,Low,10,,,,,,,NBO:0000314,sensory perception behavior,NBO,PATO:0001457,sensitivity of a process,neutral_measure,low,yes,"Psychophysics is a method, not a behavior; mapped to underlying sensory/perceptual function. No HPO/SNOMED/NBO match for the method. Flagged."
150674,Punishment sensitivity,Low,10,,,,,,,trm_4a3fd79d0af66,reinforcement learning,CognitiveAtlas,PATO:0001457,sensitivity of a process,neutral_measure,low,yes,Sensitivity to aversive outcomes. No HPO/SNOMED/NBO match; entity proxy from cognitive-construct space (placeholder id). Flagged.
150697,Sign tracking,Low,10,,,,,,,NBO:0000022,learning behavior,NBO,PATO:0000044,frequency,neutral_measure,low,yes,Sign-tracking (conditioned approach to CS). No HPO/SNOMED/NBO exact; entity proxy = learning/conditioned behavior. Flagged.
158206,Utilization Behavior,Low,10,,,,,,,trm_4a3fd79d0af66,voluntary behavioral control / response inhibition,CognitiveAtlas,PATO:0000460,released (stimulus-driven),5,low,no,Bearer=voluntary behavioral control; release. Was signed 'utilization behavior'. | release (stimulus-driven) modeled as PATO abnormal | Disinhibited environment-driven use of objects; release/disinhibition phenomenon; no ontology match
